Identifiant,Ancien_nom_officiel,Identifiant_du_nom_officiel,Nom_officiel,Type_entite,Latitude,Longitude,Feuillet_cartographique,Code_geographique,Municipalite,Designation,Date_decision,IDE,Origine_linguistique,Partie_specifique,Partie_generique,Sexe
13411,"Chrishlom, Lac",62309,"Théodore, Lac",Lac,45.846666,-74.444721,31G16,77060,Wentworth-Nord,Municipalité,1972-05-09,0dacbefbbe5211d892e2080020a0f4c9,Autre,Chrishlom,Lac,
95929,"Milieu, Anse du",62320,"Théophile, Anse",Anse,48.384652,-70.589310,22D07,94230,Sainte-Rose-du-Nord,Municipalité de paroisse,1980-08-28,1044a7f4be5211d892e2080020a0f4c9,Français,Milieu,Anse du,
44342,"Noir, Lac",62337,"Thérèse, Lac",Lac,47.777221,-71.324721,21M14,21904,Lac-Jacques-Cartier,Territoire non organisé,1971-06-01,132fb901be5211d892e2080020a0f4c9,Français,Noir,Lac,
7535,"Bouleau, Lac",62353,"Thériault, Lac",Lac,47.623610,-70.715833,21M10,16902,Lac-Pikauba,Territoire non organisé,1971-06-01,15feb78ebe5211d892e2080020a0f4c9,Français,Bouleau,Lac,
65133,"Vaseux, Lac",62361,"Thérien, Lac",Lac,46.025277,-74.366666,31J01,78032,Sainte-Agathe-des-Monts,Ville,1974-01-22,18d57e45be5211d892e2080020a0f4c9,Français,Vaseux,Lac,
112851,"Labrecque, Cours d'eau",62391,"Thiballier, Rivière",Rivière,47.997146,-78.915777,31M15,86042,Rouyn-Noranda,Ville,1985-11-07,1c41802abe5211d892e2080020a0f4c9,Français,Labrecque,Cours d'eau,
21272,"Ernestine, Lac",62426,"Thibert, Lac",Lac,46.652777,-73.157500,31I11,51065,Saint-Alexis-des-Monts,Municipalité de paroisse,1972-01-11,2468e749be5211d892e2080020a0f4c9,Français,Ernestine,Lac,
33471,"Lafond, Lac",62436,"Thierry, Lac",Lac,47.379999,-71.406666,21M06,21904,Lac-Jacques-Cartier,Territoire non organisé,1971-06-01,26dea241be5211d892e2080020a0f4c9,Français,Lafond,Lac,
30870,"Jean, Lac",62517,"Thomas-Fortin, Lac",Lac,47.662777,-70.738888,21M10,16902,Lac-Pikauba,Territoire non organisé,1971-06-01,31838c8dbe5211d892e2080020a0f4c9,Français,Jean,Lac,NA
25330,"Giguère, Baie",62527,"Thompson, Baie",Baie,46.836110,-79.176388,31L14,85005,Témiscaming,Ville,1988-12-13,33e48705be5211d892e2080020a0f4c9,Français,Giguère,Baie,
45096,"Obaska, Lac",62627,"Tiblemont, Lac",Lac,48.233054,-77.320832,32C03,89040,Senneterre,Ville,1993-12-17,428b71a4be5211d892e2080020a0f4c9,Algonquin,Obaska,Lac,
38873,"Margaret, Lac",62638,"Ti-Coq, Lac",Lac,47.339999,-71.327221,21M06,21904,Lac-Jacques-Cartier,Territoire non organisé,1971-06-01,4524931dbe5211d892e2080020a0f4c9,Anglais,Margaret,Lac,
107088,"Ickinikicic Sakahikan",62660,"Tigas, Lac",Lac,47.649166,-74.011944,31O09,90012,La Tuque,Ville,1981-03-05,49fe7cdcbe5211d892e2080020a0f4c9,Langue amérindienne indéterminée,Ickinikicic Sakahikan,,
104550,"Opwanaka Sakahikan",62677,"Tikenne, Lac",Lac,47.375502,-74.514855,31O07,62920,Baie-Atibenne,Territoire non organisé,1981-07-09,4cd0fddabe5211d892e2080020a0f4c9,Attikamek,Opwanaka Sakahikan,,
96010,"Éthier, Ruisseau",62702,"Tillon, Ruisseau des",Ruisseau,46.013611,-73.060555,31I03,53052,Sorel-Tracy,Ville,1980-08-28,5201e13dbe5211d892e2080020a0f4c9,Français,Éthier,Ruisseau,
75261,"Tine, Lac",62729,"Tims, Lac",Lac,49.518054,-70.307222,22E09,94930,Mont-Valin,Territoire non organisé,1978-08-17,555921a1be5211d892e2080020a0f4c9,Anglais,Tine,Lac,
38138,"Maison de Pierre, Lac de la",62731,"Tina, Lac",Lac,46.898055,-73.768054,31I13,62906,Baie-de-la-Bouteille,Territoire non organisé,1971-06-18,5757fee3be5211d892e2080020a0f4c9,Français,Maison de Pierre,Lac de la,
77313,"Clair, Lac",62731,"Tina, Lac",Lac,46.898055,-73.768054,31I13,62906,Baie-de-la-Bouteille,Territoire non organisé,1978-08-17,5757fee3be5211d892e2080020a0f4c9,Français,Clair,Lac,
98722,"Denis, Lac",62746,"Tintin, Lac",Lac,47.950944,-75.854013,31O13,89040,Senneterre,Ville,1978-08-17,5a17bb2ebe5211d892e2080020a0f4c9,Français,Denis,Lac,
62751,"Tio, Lac",,,Lac,50.554166,-63.419999,12L11,98040,Havre-Saint-Pierre,Municipalité,2006-05-04,5a7e6c43be5211d892e2080020a0f4c9,Autre,Tio,Lac,
30500,"Jack, Lac",62953,"Tooke, Lac",Lac,49.287499,-74.315000,32G08,91902,Lac-Ashuapmushuan,Territoire non organisé,1972-03-28,7b32ec2abe5211d892e2080020a0f4c9,Anglais,Jack,Lac,
104574,"Wakoci Sakahikan",62965,"Tooth, Lac",Lac,47.338055,-74.703611,31O07,79910,Lac-Bazinet,Territoire non organisé,1981-07-09,7d8d7e01be5211d892e2080020a0f4c9,Langue amérindienne indéterminée,Wakoci Sakahikan,,
62972,"Topaze, Lac",432187,"Topaze, Grand lac",Lac,48.233249,-73.208788,32A03,91902,Lac-Ashuapmushuan,Territoire non organisé,2017-05-26,7dcf41f4be5211d892e2080020a0f4c9,Français,Topaze,Lac,
100127,"Bigras, Lac",62983,"Torcé, Lac",Lac,47.203888,-71.879471,21M04,34902,Lac-Blanc,Territoire non organisé,1981-04-02,8032112bbe5211d892e2080020a0f4c9,Français,Bigras,Lac,
42942,"Mud, Lac",62987,"Tordu, Lac",Lac,46.785833,-73.263888,31I14,51065,Saint-Alexis-des-Monts,Municipalité de paroisse,1972-01-11,8094f1afbe5211d892e2080020a0f4c9,Anglais,Mud,Lac,
77919,"Dame, Crique de la",62993,"Torniche, Ruisseau",Ruisseau,47.258941,-75.217516,31O06,79914,Lac-Oscar,Territoire non organisé,1978-08-17,82bfc0f4be5211d892e2080020a0f4c9,Français,Dame,Crique de la,
278905,"Tortue Sud-Est, Rivière",63024,"Tortue, Rivière",Rivière,47.148363,-70.339010,21M01,17078,L'Islet,Municipalité,1993-03-05,887ae2f9be5211d892e2080020a0f4c9,Français,Tortue Sud-Est,Rivière,
195435,"Dion, Ruisseau",63053,"Tough, Ruisseau",Ruisseau,46.535277,-70.785833,21L10,19025,Saint-Malachie,Municipalité de paroisse,1987-09-11,8e389d12be5211d892e2080020a0f4c9,Français,Dion,Ruisseau,
63058,"Touladi, Lac",63068,"Touladi, Grand lac",Lac,47.734721,-68.761111,21N10,13040,Saint-Juste-du-Lac,Municipalité,2012-05-16,8e9dc786be5211d892e2080020a0f4c9,Langue amérindienne indéterminée,Touladi,Lac,NA
63066,"Touladi, Deuxième lac",63074,"Touladi, Lacs",Lac,49.016388,-72.705000,32H02,92045,Saint-Thomas-Didyme,Municipalité,1971-06-18,90e2876bbe5211d892e2080020a0f4c9,Français,Touladi,Deuxième lac,
63073,"Touladi, Troisième lac",63074,"Touladi, Lacs",Lac,49.016388,-72.705000,32H02,92045,Saint-Thomas-Didyme,Municipalité,1971-06-18,90e2876bbe5211d892e2080020a0f4c9,Français,Touladi,Troisième lac,
104555,"Pemikama",63087,"Toulouse, Lac",Lac,47.467682,-74.527404,31O07,79910,Lac-Bazinet,Territoire non organisé,1981-07-09,914d7d41be5211d892e2080020a0f4c9,Attikamek,Pemikama,,
70033,"Latour, Lac",63111,"Tour, Lac de la",Lac,47.824293,-72.427641,31P16,90012,La Tuque,Ville,1975-09-23,9694f5e8be5211d892e2080020a0f4c9,Français,Latour,Lac,
28050,"Harvey, Lac",63118,"Tour, Lac de la",Lac,48.785277,-69.189166,22C14,95045,Forestville,Ville,1972-01-11,98d7e10dbe5211d892e2080020a0f4c9,Français,Harvey,Lac,
47574,"Peat, Pointe",63143,"Tourbe, Pointe de la",Pointe,49.321943,-63.328610,12E06,98020,L'Île-d'Anticosti,Municipalité,1974-09-12,9bff5fdebe5211d892e2080020a0f4c9,Anglais,Peat,Pointe,
82163,"John-Pearson, Mont",63147,"Tourbillon, Mont",Mont,46.975638,-71.252627,21L14,22040,Lac-Beauport,Municipalité,1978-08-17,9e42e742be5211d892e2080020a0f4c9,Anglais,John-Pearson,Mont,
49264,"Pilote, Lac",63165,"Tourlay, Lac",Lac,47.839721,-71.965833,21M13,90012,La Tuque,Ville,1971-06-01,a122aeaebe5211d892e2080020a0f4c9,Français,Pilote,Lac,
100126,"Moisan, Lac",63217,"Touzin, Lac",Lac,47.091666,-71.865833,21M04,34128,Saint-Raymond,Ville,1981-04-02,abeea8f9be5211d892e2080020a0f4c9,Français,Moisan,Lac,
6858,"Bone, Lac",63218,"Touzin, Lac",Lac,48.646196,-73.247721,32A11,91902,Lac-Ashuapmushuan,Territoire non organisé,1971-06-18,ac0df0cabe5211d892e2080020a0f4c9,Indifférencié,Bone,Lac,
60069,"Smith, Lac",63242,"Trable, Lac",Lac,46.221943,-75.243610,31J03,79005,Notre-Dame-du-Laus,Municipalité,1972-01-11,aeb2d215be5211d892e2080020a0f4c9,Anglais,Smith,Lac,
44308,"Noir, Lac",63257,"Tracy, Lac",Lac,45.926110,-74.066666,31G16,75045,Saint-Hippolyte,Municipalité,1972-05-09,b15409e0be5211d892e2080020a0f4c9,Français,Noir,Lac,
34863,"Lavigne Est, Lac",63259,"Tracy, Lac",Lac,46.420832,-73.860000,31I05,62912,Saint-Guillaume-Nord,Territoire non organisé,1972-01-11,b1623ab1be5211d892e2080020a0f4c9,Français,Lavigne Est,Lac,
184424,"Tracy, Pointe de",63262,"De Tracy, Pointe",Pointe,61.078610,-70.750833,25E02,99902,Rivière-Koksoak,Territoire non organisé,1986-12-18,b18b4684be5211d892e2080020a0f4c9,Français,Tracy,Pointe de,
47874,"Pentland, Lac",63283,"Trampe, Lac",Lac,47.243538,-72.359816,31P01,34906,Lac-Lapeyrère,Territoire non organisé,1971-06-18,b69eb6d7be5211d892e2080020a0f4c9,Anglais,Pentland,Lac,
63318,"Travers, Barrage",,,Barrage,47.878888,-74.217499,31O16,90012,La Tuque,Ville,2016-05-13,bc19265fbe5211d892e2080020a0f4c9,Français,Travers,Barrage,NA
52428,"Rat, Lac",63342,"Travers, Lac",Lac,47.612383,-72.431841,31P09,90027,Lac-Édouard,Municipalité,1973-12-11,be9faa38be5211d892e2080020a0f4c9,Français,Rat,Lac,
77583,"Alain, Lac",63447,"Trefflé, Lac",Lac,46.719999,-74.130832,31J09,62908,Lac-Matawin,Territoire non organisé,1978-08-17,cc0d035ebe5211d892e2080020a0f4c9,Français,Alain,Lac,
77600,"Marcel, Lac",63447,"Trefflé, Lac",Lac,46.719999,-74.130832,31J09,62908,Lac-Matawin,Territoire non organisé,1978-08-17,cc0d035ebe5211d892e2080020a0f4c9,Français,Marcel,Lac,
101710,"Eagle, Lac",63456,"Trèfle, Lac du",Lac,47.216735,-78.998555,31M02,85020,Béarn,Municipalité,1968-12-05,cc7d9f84be5211d892e2080020a0f4c9,Anglais,Eagle,Lac,
77591,"Creux, Lac",63489,"Tremblay, Lac",Lac,46.642499,-74.063333,31J09,62912,Saint-Guillaume-Nord,Territoire non organisé,1978-08-17,34699f9ebe5311d892e2080020a0f4c9,Français,Creux,Lac,
21177,"Équerre, Lac",63600,"Très Rocheux, Lac",Lac,49.649166,-73.999444,32H12,91902,Lac-Ashuapmushuan,Territoire non organisé,1972-03-28,4e1f59cbbe5311d892e2080020a0f4c9,Français,Équerre,Lac,
67273,"Winch, Lac de la",63608,"Treuil, Lac du",Lac,48.110277,-70.207500,22D01,94210,L'Anse-Saint-Jean,Municipalité,1971-10-08,4eed0a12be5311d892e2080020a0f4c9,Anglais,Winch,Lac de la,
74509,"Travers, Lac",63614,"Trévis, Lac",Lac,48.241766,-72.237010,32A01,91005,Lac-Bouchette,Municipalité,1976-02-25,517821c8be5311d892e2080020a0f4c9,Français,Travers,Lac,
73109,"Sault Blanc, Lac du",63615,"Trevor, Lac",Lac,50.334444,-65.002777,22I06,98055,Rivière-au-Tonnerre,Municipalité,1976-09-22,51ad6299be5311d892e2080020a0f4c9,Français,Sault Blanc,Lac du,
29514,"Île, Lac à l'",63738,"Trois Caribous, Lac aux",Lac,48.899166,-69.679999,22C13,95902,Lac-au-Brochet,Territoire non organisé,1971-10-08,6a4be075be5311d892e2080020a0f4c9,Français,Île,Lac à l',NA
72087,"Trois Petits Lacs, Les",63742,"Trois Célibataires, Les",Lacs,46.344721,-73.844721,31I05,62912,Saint-Guillaume-Nord,Territoire non organisé,1976-09-22,6c81ac39be5311d892e2080020a0f4c9,Français,Trois Petits Lacs,Les,
93125,"Noir, Lac",63760,"Troisième Étang",Étang,45.848333,-71.237777,21E14,31050,Sainte-Praxède,Municipalité de paroisse,1980-08-28,6f988936be5311d892e2080020a0f4c9,Français,Noir,Lac,
76104,"Ours, Montagne de l'",63778,"Trois Lacs, Mont des",Mont,45.415797,-72.172799,31H08,45115,Orford,Municipalité de canton,1978-08-17,731e2d95be5311d892e2080020a0f4c9,Français,Ours,Montagne de l',
1112,"Amadou, Lac",63783,"Trois Milles, Lac",Lac,47.684049,-72.386213,31P09,90027,Lac-Édouard,Municipalité,1973-12-11,75c11309be5311d892e2080020a0f4c9,Français,Amadou,Lac,
59743,"Simon, Lac",63789,"Trois Montagnes, Lac des",Lac,46.160277,-74.772221,31J02,78115,La Conception,Municipalité,1993-03-05,765c68afbe5311d892e2080020a0f4c9,Français,Simon,Lac,
48863,"Picard, Ruisseau",63802,"Trois Pointes, Rivière des",Rivière,49.345555,-68.162500,22F08,96902,Rivière-aux-Outardes,Territoire non organisé,1974-08-02,796ed8dabe5311d892e2080020a0f4c9,Français,Picard,Ruisseau,
50156,"Pointe-du-Lac",63803,"Trois-Rivières",Municipalité,46.343077,-72.543383,31I07,37067,Trois-Rivières,Ville,2002-01-24,798fa74bbe5311d892e2080020a0f4c9,Français,Pointe-du-Lac,,NA
63806,"Trois-Rivières-Ouest",63803,"Trois-Rivières",Ville,46.343077,-72.543383,31I07,37067,Trois-Rivières,Ville,2002-01-24,798fa74bbe5311d892e2080020a0f4c9,Français,Trois-Rivières-Ouest,,NA
114402,"Cap-de-la-Madeleine",63803,"Trois-Rivières",Ville,46.343077,-72.543383,31I07,37067,Trois-Rivières,Ville,2002-01-24,798fa74bbe5311d892e2080020a0f4c9,Français,Cap-de-la-Madeleine,,NA
280905,"Saint-Louis-de-France",63803,"Trois-Rivières",Ville,46.343077,-72.543383,31I07,37067,Trois-Rivières,Ville,2002-01-24,798fa74bbe5311d892e2080020a0f4c9,Français,Saint-Louis-de-France,,
341116,"Sainte-Marthe-du-Cap",63803,"Trois-Rivières",Ville,46.343077,-72.543383,31I07,37067,Trois-Rivières,Ville,2002-01-24,798fa74bbe5311d892e2080020a0f4c9,Français,Sainte-Marthe-du-Cap,,
368737,"Baie-des-Trois-Ruisseaux",63810,"Trois-Ruisseaux",Lieu-dit,49.926110,-64.078610,22H16,98020,L'Île-d'Anticosti,Municipalité,2001-04-11,7bc524efbe5311d892e2080020a0f4c9,Français,Baie-des-Trois-Ruisseaux,,
56611,"Saint-Gelais, Lac",63835,"Trompeur, Lac",Lac,47.918610,-71.583054,21M13,21904,Lac-Jacques-Cartier,Territoire non organisé,1971-06-01,7f30fec1be5311d892e2080020a0f4c9,Français,Saint-Gelais,Lac,
43108,"Murre Hole",63860,"Guillemots, Trou des",Crevasse,48.492541,-64.144060,22A08,02005,Percé,Ville,1975-01-21,84da9495be5311d892e2080020a0f4c9,Anglais,Murre Hole,,
8448,"Brochet, Lac",63962,"Trouvé, Lac",Lac,46.100277,-75.450833,31J03,79005,Notre-Dame-du-Laus,Municipalité,1972-01-11,87993f6fbe5311d892e2080020a0f4c9,Français,Brochet,Lac,
104381,"Sesikinikak",63971,"Troyes, Lac",Lac,47.182479,-74.205291,31O01,62906,Baie-de-la-Bouteille,Territoire non organisé,1981-07-09,89fad625be5311d892e2080020a0f4c9,Attikamek,Sesikinikak,,
42920,"Mud, Lac",63986,"Trudel, Lac",Lac,45.563333,-75.913055,31G12,82025,Chelsea,Municipalité,1970-03-06,8d84c042be5311d892e2080020a0f4c9,Anglais,Mud,Lac,
70175,"Long, Grand lac",63988,"Trudel, Lac",Lac,46.444166,-75.584721,31J05,79088,Mont-Laurier,Ville,1976-06-14,8daf79c4be5311d892e2080020a0f4c9,Français,Long,Grand lac,
108006,"Kabananiwi Sibi",64000,"Trudelle, Rivière",Rivière,49.109166,-78.883610,32E02,99060,Eeyou Istchee Baie-James,Gouvernement régional,1981-04-02,90525f3dbe5311d892e2080020a0f4c9,Algonquin,Kabananiwi Sibi,,
65322,"Venette, Lac",64035,"Truite, Lac à la",Lac,46.028888,-74.250833,31J01,78032,Sainte-Agathe-des-Monts,Ville,1973-12-11,93a337febe5311d892e2080020a0f4c9,Inconnu,Venette,Lac,
63823,"Troissy, Lac",64036,"Truite, Lac à la",Lac,46.037777,-74.480832,31J01,78047,Mont-Blanc,Municipalité,1974-01-22,93b7834fbe5311d892e2080020a0f4c9,Inconnu,Troissy,Lac,
92335,"Fond-d'Ormes, Lac du",64134,"Truite, Lac à la",Lac,48.213055,-68.451111,22C01,10015,Saint-Narcisse-de-Rimouski,Municipalité de paroisse,1979-10-29,9bf9774bbe5311d892e2080020a0f4c9,Français,Fond-d'Ormes,Lac du,
10864,"Caron, Rivière",64188,"Truite, Rivière à la",Rivière,49.084166,-68.423332,22F01,96040,Ragueneau,Municipalité de paroisse,1974-08-02,a42d1368be5311d892e2080020a0f4c9,Français,Caron,Rivière,
52773,"Red Trout, Lac",64224,"Truite Rouge, Lac de la",Lac,46.151666,-74.085833,31J01,78802,Doncaster,Réserve indienne,1969-01-24,a9b73a5ebe5311d892e2080020a0f4c9,Anglais,Red Trout,Lac,
63973,"Truchon, Lac",64235,"Truman, Lac",Lac,47.785010,-72.283327,31P16,90027,Lac-Édouard,Municipalité,1971-06-01,aa04e532be5311d892e2080020a0f4c9,Français,Truchon,Lac,
104394,"Kamacamekocickacik",64325,"Turc, Lac",Lac,47.036441,-74.281771,31O01,62906,Baie-de-la-Bouteille,Territoire non organisé,1981-07-09,b8f4236bbe5311d892e2080020a0f4c9,Attikamek,Kamacamekocickacik,,
109138,"Nigigwadinibi",64362,"Turgeon, Lac",Lac,49.024166,-79.020832,32E03,99060,Eeyou Istchee Baie-James,Gouvernement régional,1981-04-02,c128cffbbe5311d892e2080020a0f4c9,Algonquin,Nigigwadinibi,,NA
109103,"Name Sibi",64369,"Turgeon, Rivière",Rivière,50.008333,-78.932777,32L02,99060,Eeyou Istchee Baie-James,Gouvernement régional,1981-05-07,c187dfefbe5311d892e2080020a0f4c9,Algonquin,Name Sibi,,NA
104595,"Kawaiekamak",64383,"Turnbull, Lac",Lac,47.438888,-74.843888,31O07,79910,Lac-Bazinet,Territoire non organisé,1981-07-09,c446b1dbbe5311d892e2080020a0f4c9,Langue amérindienne indéterminée,Kawaiekamak,,
4864,"Belle Île, La",64384,"Turner, Île",Île,47.574793,-72.359725,31P09,90027,Lac-Édouard,Municipalité,1990-01-25,c63b2edcbe5311d892e2080020a0f4c9,Français,Belle Île,La,
22394,"Feuilles, Lac des",64387,"Turner, Lac",Lac,46.686110,-72.825277,31I10,36033,Shawinigan,Ville,1975-03-06,c670e4dfbe5311d892e2080020a0f4c9,Français,Feuilles,Lac des,
104519,"Mickekw Onikami Sakahikan",64404,"Turret, Lac",Lac,47.452611,-74.591746,31O07,79910,Lac-Bazinet,Territoire non organisé,1981-07-09,c97bdafebe5311d892e2080020a0f4c9,Attikamek,Mickekw Onikami Sakahikan,,
78561,"Août, Lac",64477,"Twyman, Lac",Lac,48.310833,-73.558888,32A05,90012,La Tuque,Ville,1978-08-17,d10f1868be5311d892e2080020a0f4c9,Français,Août,Lac,
64511,"Ukrainien, Lac",,,Lac,46.095277,-73.875277,31I04,62047,Chertsey,Municipalité,2003-02-27,a93550971001418ea9a591e886712917,Français,Ukrainien,Lac,
21898,"False, Île",64521,"Ulliajuk, Île",Île,58.923332,-68.968888,24K15,99902,Rivière-Koksoak,Territoire non organisé,1972-12-12,d964e28abe5311d892e2080020a0f4c9,Anglais,False,Île,
58582,"Savane, Lac",64609,"Uries, Lac des",Lac,48.007527,-71.208402,22D03,94928,Lac-Ministuk,Territoire non organisé,1971-06-01,e78fe666be5311d892e2080020a0f4c9,Français,Savane,Lac,
68907,"Deer, Lac",64628,"Usher, Lac",Lac,45.861666,-75.855000,31G13,83005,Denholm,Municipalité,1970-02-27,ecb753e9be5311d892e2080020a0f4c9,Anglais,Deer,Lac,
15553,"Couronne, La",64668,"Vache, La",Roche,48.506111,-64.157777,22A09,02005,Percé,Ville,1975-01-21,f53147ddbe5311d892e2080020a0f4c9,Français,Couronne,La,
15697,"Cow, Ruisseau",64669,"Vache, Ruisseau à la",Ruisseau,49.701666,-62.884166,12E10,98020,L'Île-d'Anticosti,Municipalité,1974-09-12,f54481bebe5311d892e2080020a0f4c9,Anglais,Cow,Ruisseau,
81659,"Junction Cliff",64677,"Vache-Qui-Pisse, Cap de la",Cap,49.822499,-64.440833,22H16,98020,L'Île-d'Anticosti,Municipalité,1974-09-12,f7743302be5311d892e2080020a0f4c9,Anglais,Junction Cliff,,
81698,"Hirondelle, Cap à l'",64677,"Vache-Qui-Pisse, Cap de la",Cap,49.822499,-64.440833,22H16,98020,L'Île-d'Anticosti,Municipalité,1974-09-12,f7743302be5311d892e2080020a0f4c9,Français,Hirondelle,Cap à l',
55549,"Saint-Amand, Île",64692,"Vaches, Île aux",Île,46.111944,-73.129166,31I03,52050,La Visitation-de-l'Île-Dupas,Municipalité,1975-01-21,f7faa11abe5311d892e2080020a0f4c9,Français,Saint-Amand,Île,
19951,"Dussault, Lac",64747,"Val, Lac du",Lac,47.545149,-71.563300,21M12,21904,Lac-Jacques-Cartier,Territoire non organisé,1971-06-01,0579856abe5411d892e2080020a0f4c9,Français,Dussault,Lac,
61090,"Sullivan",64787,"Val-d'Or",Municipalité,48.102044,-77.789358,32C04,89008,Val-d'Or,Ville,2002-01-24,0b6861a6be5411d892e2080020a0f4c9,Anglais,Sullivan,,
92433,"Vassan",64787,"Val-d'Or",Municipalité,48.102044,-77.789358,32C04,89008,Val-d'Or,Ville,2002-01-24,0b6861a6be5411d892e2080020a0f4c9,Français,Vassan,,
97012,"Val-Senneville",64787,"Val-d'Or",Municipalité,48.102044,-77.789358,32C04,89008,Val-d'Or,Ville,2002-01-24,0b6861a6be5411d892e2080020a0f4c9,Français,Val-Senneville,,
133614,"Dubuisson",64787,"Val-d'Or",Municipalité,48.102044,-77.789358,32C04,89008,Val-d'Or,Ville,2002-01-24,0b6861a6be5411d892e2080020a0f4c9,Français,Dubuisson,,
104084,"Petit-Ripon",64797,"Valencay",Hameau,45.730554,-75.144444,31G11,80078,Ripon,Municipalité,1981-07-09,0dae811cbe5411d892e2080020a0f4c9,Français,Petit-Ripon,,
95880,"Cléus, Lac à",64808,"Valérie, Lac",Lac,48.288041,-70.615986,22D07,94225,Saint-Félix-d'Otis,Municipalité,1980-08-28,104c5d85be5411d892e2080020a0f4c9,Autre,Cléus,Lac à,
95908,"Hôtel, Lac de l'",64808,"Valérie, Lac",Lac,48.288041,-70.615986,22D07,94225,Saint-Félix-d'Otis,Municipalité,1980-08-28,104c5d85be5411d892e2080020a0f4c9,Français,Hôtel,Lac de l',
35410,"Lemoine, Rivière",64830,"Valin, Rivière",Rivière,46.939444,-71.048888,21L14,21035,Château-Richer,Ville,1968-12-05,1430eac9be5411d892e2080020a0f4c9,Français,Lemoine,Rivière,
59719,"Simard, Rivière",64858,"Vallant Sud-Ouest, Rivière",Rivière,49.695833,-68.604722,22F10,96902,Rivière-aux-Outardes,Territoire non organisé,1974-08-02,195c4febbe5411d892e2080020a0f4c9,Français,Simard,Rivière,
17524,"Delorme",64904,"Vallon",Lieu-dit,46.710000,-71.565833,21L12,34007,Neuville,Ville,1968-12-05,9b9c46b8be5411d892e2080020a0f4c9,Français,Delorme,,
64919,"Valois, Barrage",,,Barrage,47.511666,-71.332499,21M11,21904,Lac-Jacques-Cartier,Territoire non organisé,2003-11-27,acf8db43be5411d892e2080020a0f4c9,Français,Valois,Barrage,NA
28718,"Hick, Lac",64925,"Valois, Petit lac",Lac,47.515888,-71.308763,21M11,21904,Lac-Jacques-Cartier,Territoire non organisé,1971-06-01,adb0b997be5411d892e2080020a0f4c9,Anglais,Hick,Lac,
64936,"Val-Racine",425394,"Val-Racine",Municipalité de paroisse,45.485458,-71.073535,21E06,30015,Val-Racine,Municipalité,2016-02-26,b169f10fbe5411d892e2080020a0f4c9,Français,Val-Racine,,H
103220,"Domaine-Saint-Tropez",64950,"Val-Saint-Tropez",Centre de villégiature,46.184166,-73.590277,31I04,62020,Sainte-Béatrix,Municipalité,1981-07-09,b5ae2a7bbe5411d892e2080020a0f4c9,Français,Domaine-Saint-Tropez,,
60272,"Sorcière, Lac de la",64967,"Van Bruyssel, Lac",Lac,47.960277,-70.672499,21M15,16902,Lac-Pikauba,Territoire non organisé,1971-06-01,ba1e07c8be5411d892e2080020a0f4c9,Français,Sorcière,Lac de la,
61959,"Tellier, Lac",64985,"Vandré, Lac",Lac,46.386388,-73.745277,31I05,62070,Sainte-Émélie-de-l'Énergie,Municipalité,1972-01-11,be2d4e86be5411d892e2080020a0f4c9,Français,Tellier,Lac,
68460,"Castor, Lac",65010,"Vano, Lac à",Lac,48.066943,-70.179721,22D01,15904,Sagard,Territoire non organisé,1976-06-14,c5364d49be5411d892e2080020a0f4c9,Français,Castor,Lac,
72538,"Sainte-Anne-de-Varennes",65025,"Varennes",Municipalité de paroisse,45.682602,-73.440905,31H11,59020,Varennes,Ville,1976-12-24,c874fd95be5411d892e2080020a0f4c9,Français,Sainte-Anne-de-Varennes,,
